HRR_ID,Name,Y2003,Y2004,Y2005,Y2006,Y2007,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015
322,"Fargo/Moorhead MN, ND",2896.91,3132.37,3333.8,3338.12,3527.69,3740.74,3758.22,3861.14,3873.99,3722.13,3606.62,3581.09,3521.71
323,"Grand Forks, ND",3037.18,3260.39,3532.18,3823.1,3812.85,4216.32,4229.64,4097.02,4152.84,4137.27,4004.49,3817.2,3960.06
324,"Minot, ND",3146.23,3360.86,3083.29,3427.77,3433.11,4011.64,3792.15,4046.16,3894.06,3708.84,3548.46,3635.34,3666.07
325,"Akron, OH",3881.87,4414.61,4628.54,4514.23,4550.7,4911.95,5091.73,5408.66,5458.48,5299.1,4994.41,4796.07,4680.85
326,"Canton, OH",3845.58,3980.66,4253.85,4702.72,4617.26,4890.98,4961.29,5034.24,5205.56,4864.71,4685.95,4663.36,4409.18
327,"Cincinnati, OH",3369.09,3739.15,4084.24,4266.61,4262.19,4538.12,4927.85,4837.34,5118.74,4882.46,4794.93,4727.06,4531.53
328,"Cleveland, OH",3766.34,4042.15,4304.36,4582.84,4792.71,5077.02,5233.3,5336.97,5400.96,5120.43,4916.59,4778.21,4457.11
329,"Columbus, OH",3751.82,4039.82,4373.51,4527.74,4620.15,4910.73,4980.45,5087.69,5140.43,4990.91,4710.97,4613.85,4556.62
330,"Dayton, OH",3541.67,3816.92,4141.18,4296.79,4372.43,4757.49,4993.86,4946.36,4995.13,4960.84,4696.05,4577.15,4511.66
331,"Elyria, OH",4579.03,5102.74,5077.04,5836.95,5453.31,6228.24,6229.81,6345.13,6282.25,5895.19,5858.86,5605.62,5059.57
332,"Kettering, OH",3483.12,3769.11,4040.22,4357.17,4499.25,4741.12,4595.28,4963.05,5049.37,4767.73,4527.94,4458.41,4313.32
334,"Toledo, OH",3777.6,3982.36,4323.08,4564.96,4585.78,4882.09,4964.39,5151.76,5313.57,5081.02,4863.1,4750.58,4672.64
335,"Youngstown, OH",4059.87,4416.43,4662.8,4752.41,5064.82,5562.42,5633.98,5786.4,5773.68,5544.85,5465.2,5366.4,5152.29
336,"Lawton, OK",3864.7,3542.73,4068.36,4015.15,4471.25,4234.49,4717.19,4694.95,4866,4602.56,4222.4,4278.54,4472.38
339,"Oklahoma City, OK",4133.42,4446.56,4476.96,4586.12,4783.71,4892.2,4843.02,4903.47,4819.39,4602.73,4488.74,4343.08,4488.48
340,"Tulsa, OK",3733.56,3860.67,4001.67,4312.9,4265.44,4505.81,4515.21,4608.29,4524.79,4437.73,4231.32,4261.9,4452.14
341,"Bend, OR",2375.4,2528.33,2502.46,2661.68,2643.57,3109.33,2951.46,2800.44,2956.5,2522.99,2706.03,2739.29,2900.71
342,"Eugene, OR",2433.94,2702.67,2760.59,2831.62,2949.9,3303.42,3220.36,3269.49,3261.35,3067.46,3057.89,3093.24,3083.82
343,"Medford, OR",2603.27,2743.63,2792.36,2704.14,3077.22,3066.97,3000.38,3259.74,3321.74,3235.28,3009.23,3141.57,3117.36
344,"Portland, OR",2544.82,2764.61,2748.46,2929.68,3111.93,3293.12,3486.18,3496.33,3567.05,3461.24,3297.22,3255.59,3228.08
345,"Salem, OR",2159.38,2457.42,2372.96,2632.68,3058.78,2989.68,3232.24,3400.57,3344.19,3131.06,3224.55,3175.79,3321.13
346,"Allentown, PA",3941.39,3833.74,4244.61,4486.28,4657.86,4841.89,5008.01,5137.79,5248.87,5034.07,4844.42,4687.47,4581.15
347,"Altoona, PA",3966.02,4111.27,4195.56,4252.83,4557.46,5171.39,5498.49,5131.81,5211.31,5191.34,5062.23,4754.76,5063.06
350,"Danville, PA",3199.45,3307.56,3775.91,3916.73,3976.24,4321.43,4522.48,4430.22,4560.73,4334.71,4371.84,4428.49,4495.08
351,"Erie, PA",3771.51,3845.54,4096.13,4211.92,4335.19,4938.19,4922.5,4892.58,4997.76,4674.09,4617.98,4577.3,4588.09
352,"Harrisburg, PA",3501.31,3767.82,3806.47,3982.86,4258.76,4430.39,4578.05,4472.05,4744.22,4610.74,4526.1,4345.24,4260.27
354,"Johnstown, PA",4390.78,4404.03,4418.21,4721.41,5156.77,5327.6,5642.23,6018.49,6061.17,5521.99,5451.99,5326.98,5269.25
355,"Lancaster, PA",3361.73,3465.86,3524.8,3647.15,3679.32,3940.57,4176.95,4190.25,4342.06,4158.39,4007.36,3842.01,3806.17
356,"Philadelphia, PA",4247.34,4177.18,4363.94,4530.38,4663.17,4913.2,4945.93,5029.98,5021.65,4657.75,4560.31,4412.43,4455.4
357,"Pittsburgh, PA",4274.65,4596.83,4950.81,5101.4,5316.15,5594.86,5680.37,5660.61,5758.34,5477.76,5256.46,5092.55,5156.75
358,"Reading, PA",3684.05,3935.93,4127.29,4372.39,4201.5,4899.52,4854.29,5074.34,5263.61,5087.85,4968.01,4852,4789.95
359,"Sayre, PA",3102.16,3299.66,3584.43,3573.43,3961.93,4117.38,4363.52,4485.26,4602.49,4601.31,4700.84,4523.67,4562.67
360,"Scranton, PA",3805.74,4050.99,4099.8,4377.81,4323.19,5079.72,5285.81,5062.21,5255.89,5103.05,4969.49,4932.64,4936.45
362,"Wilkes-Barre, PA",4079.94,4385.4,4645.35,4833.58,5047.87,5106.61,4779.67,5125.79,5497.62,5417.86,5608.24,5325.23,5378.91
363,"York, PA",2920.15,3186.64,3399.67,3465.74,3608.93,4026.92,4442.5,4418.05,4500.79,4389.16,4377.64,4307.19,4574
364,"Providence, RI",3404.56,3669.14,3831.82,3854.59,3930.19,4082.56,4405.34,4515.93,4594.82,4162.25,4036.76,4024.33,4144.62
365,"Charleston, SC",3504.64,3582.67,3721.99,3829.52,3892.39,3927.34,4216.33,4164.67,4099.05,3987.18,3919.39,3800.23,3813.23
366,"Columbia, SC",3392.22,3505.49,3730.35,3783.45,3930,4053.69,4023,4271.63,4215.63,3949.9,3912.15,3880.86,3860.45
367,"Florence, SC",4014.17,4037.51,4483.58,4464.6,4532.63,4756.71,4765.99,4822.97,4693.91,4518.03,4412.06,4498.45,4584.6
368,"Greenville, SC",3394.3,3519.26,4016,3828.05,3851.74,4128.63,4236.76,4286.6,4332.3,4284.73,4035.78,3992.57,3944.28
369,"Spartanburg, SC",3754.35,3681.27,3905.17,3959.68,4109.63,4118.03,4620.91,4528.87,4495.96,4272.38,3930.35,4153.06,4060.99
370,"Rapid City, SD",2669.09,2774.26,2872.75,2976.54,3133.24,3023.68,3458.17,3734.04,3747.51,3644.33,3614.76,3637.93,3641.83
371,"Sioux Falls, SD",3083.5,3167.2,3315.94,3319.69,3520.25,3613.25,3950.29,3891.03,3942.21,3695.83,3588.76,3632.77,3631.65
373,"Chattanooga, TN",3674.14,4094.22,4100.71,4423.93,4515.17,4555.39,4566.73,4659.45,4734.68,4560.78,4416.3,4474.81,4458.65
374,"Jackson, TN",3770.69,3858.16,4276.81,4406.38,4802.68,4916.86,5156.08,4970.72,5293.23,5125.43,4774.65,4629.19,4976.48
375,"Johnson City, TN",3577.77,3526.82,4298.14,4604.18,4891.01,4746.41,5232.88,5214.12,5186.16,4966.78,4526.64,4713.06,4541.66
376,"Kingsport, TN",3556.67,3835.39,4044.54,4332.26,4497.65,5051.62,4941.04,5096.68,5304.08,5017.43,4754.57,4759.94,4639.26
377,"Knoxville, TN",3768.77,3930.07,4180.77,4392.04,4456.67,4591.37,4841.37,4922.45,4696.88,4491.42,4343.78,4328.72,4302.33
379,"Memphis, TN",3816.15,3848.37,4262.16,4434.31,4498.64,4713.22,5047.63,4916.35,4915.68,4765.58,4651.37,4614.85,4674.45
380,"Nashville, TN",3908.71,4200.52,4317.4,4581.91,4630.67,4989.67,5205.59,5114.22,5117.63,5061.32,4786.64,4676.58,4683.87
382,"Abilene, TX",3691.49,4015.5,4339.76,4364.41,4448.08,4394.62,4681.37,4853.8,4719.06,4659.42,4536.95,4617.02,4867.21
383,"Amarillo, TX",3522.09,3848.03,4028.1,3934.59,4315.64,4383.5,4470.58,4530.79,4572.12,4424.49,4305.07,4624.18,4501.99
385,"Austin, TX",3726.6,3784.66,3990.79,4167.29,4008.23,4348.47,4548.2,4527.71,4563.67,4418.61,4234.23,4127.2,4384.82
386,"Beaumont, TX",4117.64,4150.13,4845.39,4639.24,4848.13,5118.61,4965.7,5096.39,5163.66,4922.42,4914.11,4920.61,4797.7
388,"Bryan, TX",3402.3,3844.3,3696.4,3644.4,4128.53,4336.24,4964.94,4598.08,4609.29,4492.03,4227.26,4184.16,4440.14
390,"Corpus Christi, TX",4041.64,4017.73,4544.21,4685.78,4576.95,4757.34,4692.94,5194.79,5241.14,5214.91,4848.91,4903.41,4800.04
391,"Dallas, TX",3946.04,4249.03,4535.71,4677.45,4699.92,4957.29,5045.5,5148.54,5215.01,5094.36,4942.9,4930.12,4966.54
393,"El Paso, TX",3101.69,3127.95,3338.42,3604.57,3605.99,3584.8,3977.87,4092.21,4091.38,4047.34,3891.04,4023.5,3922.75
394,"Fort Worth, TX",3880.05,4113.73,4467.26,4491,4584.91,4857.16,5249.62,5368.46,5465.65,5390.35,5183.07,5247.36,5233.61
396,"Harlingen, TX",3954.5,3925.03,4069.75,4336.03,4837.54,4999.83,5140.24,5292.56,5083.89,5033.39,5072.48,5290.74,5251.09
397,"Houston, TX",4339.49,4565.81,4659.51,4927.35,4940.23,5217.5,5287.99,5364.94,5421.65,5276.25,5085.4,5189.34,5175.64
399,"Longview, TX",3429.91,4049.21,4235.68,4121.13,4348.4,4861.01,5017.89,5013.63,5376.99,5076.75,4868.63,4891.77,5181.9
400,"Lubbock, TX",3677.85,3981.63,4458.68,4497.78,4425.69,4657.49,4653.5,5035.78,4997.98,4903.75,4620.78,4509.58,4610.38
402,"McAllen, TX",4376.77,4325.25,4744.46,5430.62,5835.67,5869.63,5765.18,5505.59,5766.4,5579.97,5322.81,5522.69,5314.66
406,"Odessa, TX",3482.45,3666.18,3734.29,3825.16,4069.24,3885.51,3834.62,4547.87,4467.16,4426.63,4326.68,4245.51,4451.7
411,"San Angelo, TX",3601.95,3638.52,4079.57,4016.72,4609.16,4504.57,4453.71,4574.33,4323,4045.7,3981.37,4142.26,4371.17
412,"San Antonio, TX",3559.61,3748.8,3918.82,3987.17,4153.61,4341.31,4530,4644.5,4580.85,4471.58,4284.95,4257.44,4360.44
413,"Temple, TX",3432.38,3396.34,3414.83,3630.3,3595.58,4261.57,4273.27,4578.93,4778.75,4685.28,4349.12,4515.15,4683.79
416,"Tyler, TX",3906.23,4176.36,4285.17,4460.43,4689.99,4653.61,5023.44,5036.77,5149.07,4856,4890.07,4988.49,4838.03
417,"Victoria, TX",4448.98,4166.07,4588.6,4607.49,4959.33,5226.65,5428.12,5124.94,5400.2,5044.39,4740.05,5137.45,5824.5
418,"Waco, TX",3259.18,3471.94,3787.83,3708.3,4047.55,3991.74,4484.78,4374.93,4292.45,4085.92,4036.5,4092.05,4336.77
420,"Wichita Falls, TX",4229.69,4390.48,4751.37,4830.64,4969.74,4853.69,5093.26,5135.92,5191.92,4975.88,4872.09,4805.23,5161.61
421,"Ogden, UT",2571.55,2721.32,2904.3,2831.51,3454.73,3145.47,3640.18,3512.67,3527.24,3375.15,3358.27,3505.83,3602.83
422,"Provo, UT",2737.6,2981.99,3340.66,3613.61,3469.39,3723.52,3796.27,3946.87,4039.98,3975.95,3794.36,3754.45,3626.66
423,"Salt Lake City, UT",2675.19,2950.03,3013.88,3121.55,3306.87,3333.95,3554.52,3605.35,3666.76,3626.31,3539.57,3553.89,3537.94
424,"Burlington, VT",2861.38,3046.41,3187.84,3134.37,3229.26,3364.29,3607.62,3606.92,3570.98,3567.35,3425.81,3413.49,3401.36
426,"Arlington, VA",2857.85,2963.07,3017.76,3271.32,3232.6,3454.75,3485.44,3493,3605.2,3406.46,3350.56,3234.48,3250.16
427,"Charlottesville, VA",3244.4,3065.6,3344.2,3518.8,3674.19,3889.69,3982.18,4009.87,3995.32,3917.11,3729.33,3542.22,3636.09
428,"Lynchburg, VA",3004.75,3146,3457.55,3487.7,3664.6,4071.42,4228.83,4335.97,4232.44,4086.79,3948.44,3940.19,3815.72
429,"Newport News, VA",2879.77,3098.01,3001.03,3381.98,3202.52,3338.03,3400.94,3490.02,3634.03,3634.04,3623.17,3444.7,3283.55
430,"Norfolk, VA",3367.56,3444.63,3727.23,3590.66,3882.56,4146.37,4153.4,4065.46,4079.34,3987.6,3892.44,3703.01,3675.02
431,"Richmond, VA",3209.36,3357.56,3522.08,3637.86,3930.93,4123.99,4421.57,4348.32,4492.11,4358.55,4289.17,4084.33,4114
432,"Roanoke, VA",3413.95,3677.48,3891.34,3933.12,4038.66,4042.88,4203.28,4339.3,4425.27,4411.11,4263.8,4127.03,4015.57
435,"Winchester, VA",3262.14,3517.15,3588.92,3679,3597.15,3701.08,3794.25,3987.63,4146.9,4121.22,3967.56,3835.1,3928.97
437,"Everett, WA",2716.89,2831.36,3097.05,3082.93,3123.97,3265.8,3458.28,3435.26,3547.66,3490.43,3362.51,3179.87,3253.84
438,"Olympia, WA",2670.76,2949.55,2995.98,2954.77,3278.33,3570.68,3652.58,3551.82,3593.9,3640.42,3548.22,3377.57,3365.16
439,"Seattle, WA",2592.17,2870.75,3073.25,3159.4,3284.22,3441.92,3650.38,3623.24,3584.9,3575.06,3374.52,3323.56,3350.12
440,"Spokane, WA",2587.04,2789.1,3017.93,3205.35,3361.03,3498.84,3688.46,3676.22,3627.6,3562.58,3501.68,3433.24,3435.59
441,"Tacoma, WA",2785.08,3003.78,3108.97,3433.64,3552.48,3883.52,4181.41,4138.55,4069.01,4090.71,3882.92,3750.3,3711.37
442,"Yakima, WA",2377.68,2584.91,2781.99,2745.36,2875.3,3104.91,3359.96,3552.84,3756.72,3762.31,3616.09,3648.19,3495.02
443,"Charleston, WV",3932.02,4135.92,4193.69,4418.76,4689.88,4976.26,5276.63,5289.34,5307.28,5144.13,5064.52,4904.66,5058.38
444,"Huntington, WV",3891.55,4217.2,4618.79,4549.82,4810.56,5140.61,5496.95,5196.05,5427.44,5133.19,5133.45,4806.22,4736.86
445,"Morgantown, WV",3754.03,4052.49,4097.51,4323.15,4544.8,4571.21,4738.28,4837.42,5062,4702.53,4486.16,4469.58,4686.75
446,"Appleton, WI",2675.53,2906.96,2831.01,2963.58,3453.69,3292.05,3933.13,3503.2,3760.76,3404.77,3201.09,3276.06,3430.51
447,"Green Bay, WI",2945.41,3117.21,3308.19,3720.6,3874.43,3874.13,3986.91,3936.69,3990.26,3826.05,3739.02,3675.74,3631.38
448,"La Crosse, WI",2734.89,2782.54,2999.07,2957.86,3029.05,3457.98,3300.18,3409.85,3259.2,3358.1,3349.33,3435.89,3326.61
449,"Madison, WI",2904.59,3080.44,3258.19,3447.8,3638.34,3784.31,3842.1,3725.31,3672.52,3620.2,3518.95,3417.68,3449.29
450,"Marshfield, WI",3132.91,3356.03,3502.2,3455.48,3659.73,4072.81,4190.44,4147.54,4031.53,4007.24,3985,3966.98,3982.77
451,"Milwaukee, WI",3454.46,3738.85,3854.12,4085.03,4171.52,4521.52,4627.98,4539.69,4575.71,4441.5,4252.63,4097.35,4113.42
452,"Neenah, WI",2712.01,2828.53,3127.6,3377.22,3347.46,3965.94,3991.23,3834.92,3870.49,3546.24,3372.04,3435.01,3471.27
456,"Wausau, WI",3065.47,3274.45,3578,3831.5,4059.18,4249.35,3778.49,3877.4,3915.2,3832.87,3557.15,3614.91,3766.95
457,"Casper, WY",3018.17,3061.99,3072.86,3484.71,3597.17,3828.64,3623.39,4075.63,3892.09,3944.8,3800.57,3772.12,3922.34
